,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,alpha-Methylglucoside,"Other_90; Carbohydrates_90;
",O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC)CO,,,,,,,,,C<sub>7</sub>H<sub>1</sub><sub>4</sub>O<sub>6</sub>,194.182,13,13,1,13,2,4,6
0,glucuronic acid,"Carbohydrates_90;
",O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)C(=O)O,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>0</sub>O<sub>7</sub>,194.139,13,13,0,12,5,5,7
0,CID6540286,"Carbohydrates_90;
",O1[C@H](O)[C@H](O)[C@@H](O)CC1,,,,,,,,,C<sub>5</sub>H<sub>1</sub><sub>0</sub>O<sub>4</sub>,134.13,9,9,1,9,0,3,4
0,Cellotriose,"Carbohydrates_90;
",O1[C@@H]([C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)O)CO,,,,,,,,,C<sub>1</sub><sub>8</sub>H<sub>3</sub><sub>2</sub>O<sub>1</sub><sub>6</sub>,504.437,34,34,3,36,7,11,16
0,nchembio.94-comp24,"Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@@H](O)[C@@H](O)C[C@@H]1O)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>5</sub>,164.156,11,11,1,11,1,4,5
0,MolPort-003-804-258,"Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@@H](O)[C@@H](O)C[C@H]1O)C,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>4</sub>,148.157,10,10,1,10,0,3,4
0,CID6552007,"Other_90; Carbohydrates_90;
",O1[C@@H]([C@H](O)[C@H](O)[C@H](O)[C@H]1OC)CO,,,,,,,,,C<sub>7</sub>H<sub>1</sub><sub>4</sub>O<sub>6</sub>,194.182,13,13,1,13,2,4,6
0,MLS000029443,"Other_90;
",O(C(=O)C(NC(=O)CNC(=O)C)Cc1ccccc1)CC,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>0</sub>N<sub>2</sub>O<sub>4</sub>,292.33,21,21,1,21,10,2,6
0,,,,,,,,,,,,,,,,,,,,
0,NSC231870,"Other_90;
",O1[C@H]([C@H](OC(=O)C)[C@H](OC(=O)C)[C@H](O)[C@@H]1OC(=O)C)COC(=O)C,,,,,,,,,C<sub>1</sub><sub>4</sub>H<sub>2</sub><sub>0</sub>O<sub>1</sub><sub>0</sub>,348.303,24,24,1,24,9,1,10
0,Isofloridoside,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1OCC(O)CO)CO,,,,,,,,,C<sub>9</sub>H<sub>1</sub><sub>8</sub>O<sub>8</sub>,254.234,17,17,1,17,5,6,8
0,Arabino-galactose,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@H]1[C@@H](O)[C@H](OC(O)[C@@H]1O)CO)[C@H]1OC[C@H](O)[C@H](O)[C@H]1O,,,,,,,,,C<sub>1</sub><sub>1</sub>H<sub>2</sub><sub>0</sub>O<sub>1</sub><sub>0</sub>,312.271,21,21,2,22,3,7,10
0,,,,,,,,,,,,,,,,,,,,
0,Magnesium sulfate - glucose mixt,"Carbohydrates_90;
",S(=O)(=O)([O-])[O-].[Mg+2].O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>MgO<sub>1</sub><sub>0</sub>S,300.523,18,18,0,15,5,5,10
0,Lactitol dihydrate,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O)[C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO.O.O,,,,,,,,,C<sub>1</sub><sub>1</sub>H<sub>2</sub><sub>6</sub>O<sub>1</sub><sub>3</sub>,366.316,24,24,1,22,7,11,13
0,1uwf,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@@H](O)[C@H](O)[C@H](O)[C@H]1OCCCC)CO,,,,,,,,,C<sub>1</sub><sub>0</sub>H<sub>2</sub><sub>0</sub>O<sub>6</sub>,236.262,16,16,1,16,5,4,6
0,CID656985,"Other_90;
",O=C(N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C)[C@@H](N)[C@H](CC)C,,,,,,,,,C<sub>1</sub><sub>8</sub>H<sub>2</sub><sub>7</sub>N<sub>3</sub>O<sub>4</sub>,349.425,25,25,1,25,11,4,7
0,CID657035,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)(O)O)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>O<sub>1</sub><sub>2</sub>,358.296,24,24,2,25,4,9,12
0,,,,,,,,,,,,,,,,,,,,
0,CID657130,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@H]1[C@H](O)[C@@H](O)CO[C@@H]1CO)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>O<sub>1</sub><sub>0</sub>,326.297,22,22,2,23,4,7,10
0,ZINC04005868,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)OC)C(C)(C)C,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>1</sub>NO<sub>3</sub>,263.332,19,19,1,19,7,1,4
0,melibiose,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1[C@H](OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>O<sub>1</sub><sub>1</sub>,342.296,23,23,2,24,4,8,11
0,CMLD2_000167,"Other_90;
",S1(=O)(=O)N(C(=O)c2c1cccc2)C(=O)C=C,,,,,,,,,C<sub>1</sub><sub>0</sub>H<sub>7</sub>NO<sub>4</sub>S,237.232,16,16,2,17,2,0,5
0,,,,,,,,,,,,,,,,,,,,
0,Melezitose,"Carbohydrates_90;
",O1[C@](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@H]1CO)CO,,,,,,,,,C<sub>1</sub><sub>8</sub>H<sub>3</sub><sub>2</sub>O<sub>1</sub><sub>6</sub>,504.437,34,34,3,36,8,11,16
0,Leucoglucosan,"Carbohydrates_90;
",O1C2[C@@H](O)[C@H](O)[C@@H](O)C1OC2,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>0</sub>O<sub>5</sub>,162.141,11,11,2,12,0,3,5
0,isodulcit,"Carbohydrates_90; Carbohydrates_95;
",O1[C@H]([C@H](O)[C@@H](O)[C@H](O)[C@H]1O)C,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>5</sub>,164.156,11,11,1,11,0,4,5
0,CID6850716,"Other_90;
",O(C(=O)C(NC(=O)CC(N)CC(=O)O)Cc1ccccc1)C,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>0</sub>N<sub>2</sub>O<sub>5</sub>,308.33,22,22,1,22,10,3,7
0,Methylcellulose,"Other_90; Carbohydrates_90;
",O(C1C(OC)C(OC)C(OC1COC)OC)C1OC(C(OC)C(O)C1O)CO,,,,,,,,,C<sub>1</sub><sub>7</sub>H<sub>3</sub><sub>2</sub>O<sub>1</sub><sub>1</sub>,412.429,28,28,2,29,9,3,11
0,Ferrivenin,"Other_90; Carbohydrates_90; Carbohydrates_95;
",[Fe+3].[Fe+3].O1[C@@](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)([C@@H](O)[C@H](O)[C@H]1CO)CO.[O-2].[O-2].[O-2],,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>Fe<sub>2</sub>O<sub>1</sub><sub>4</sub>,501.985,28,28,2,24,5,8,11
0,CID6851304,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)OC)[C@@H](NC)CC(C)C,,,,,,,,,C<sub>1</sub><sub>7</sub>H<sub>2</sub><sub>6</sub>N<sub>2</sub>O<sub>3</sub>,306.4,22,22,1,22,10,2,5
0,fuculose,"Carbohydrates_90; Carbohydrates_95;
",O[C@@H]([C@@H](O)C(=O)CO)[C@@H](O)C,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>5</sub>,164.156,11,11,0,10,4,4,5
0,L-Iduronic acid,"Carbohydrates_90;
",O[C@@H]([C@H](O)[C@@H](O)C=O)[C@@H](O)C(=O)O,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>0</sub>O<sub>7</sub>,194.139,13,13,0,12,5,5,7
0,Galacturonic acid,"Carbohydrates_90;
",O[C@@H]([C@H](O)[C@H](O)C=O)[C@@H](O)C(=O)O,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>0</sub>O<sub>7</sub>,194.139,13,13,0,12,5,5,7
0,isodulcit,"Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@H](O)[C@H](O)[C@H](O)[C@H]1O)C,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>5</sub>,164.156,11,11,1,11,0,4,5
0,Gulonic acid,"Carbohydrates_90;
",O[C@@H]([C@H](O)[C@H](O)C(=O)O)[C@@H](O)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>7</sub>,196.155,13,13,0,12,5,6,7
0,L-iduronate,"Carbohydrates_90;
",O[C@@H]([C@H](O)[C@@H](O)C=O)[C@@H](O)C(=O)[O-],,,,,,,,,C<sub>6</sub>H<sub>9</sub>O<sub>7</sub>,193.131,13,13,0,12,5,4,7
0,L-guluronate,"Carbohydrates_90;
",O[C@@H]([C@H](O)[C@H](O)C=O)[C@@H](O)C(=O)[O-],,,,,,,,,C<sub>6</sub>H<sub>9</sub>O<sub>7</sub>,193.131,13,13,0,12,5,4,7
0,gulonate,"Carbohydrates_90;
",O[C@@H]([C@H](O)[C@H](O)C(=O)[O-])[C@@H](O)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>1</sub>O<sub>7</sub>,195.147,13,13,0,12,5,5,7
0,GLC-(1-4)GLC-(1-3)GLC,"Carbohydrates_90;
",O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]1[C@H](O)[C@H](O[C@@H](O)[C@@H]1O)CO)CO,,,,,,,,,C<sub>1</sub><sub>8</sub>H<sub>3</sub><sub>2</sub>O<sub>1</sub><sub>6</sub>,504.437,34,34,3,36,7,11,16
0,D-arabinose,"Carbohydrates_90;
",O1C(O)[C@@H](O)[C@H](O)[C@H](O)C1,,,,,,,,,C<sub>5</sub>H<sub>1</sub><sub>0</sub>O<sub>5</sub>,150.13,10,10,1,10,0,4,5
0,sorbose,"Carbohydrates_90; Carbohydrates_95;
",O[C@H]([C@@H](O)CO)[C@H](O)C(=O)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>6</sub>,180.156,12,12,0,11,5,5,6
0,,,,,,,,,,,,,,,,,,,,
0,Laevuflex,"Carbohydrates_90; Carbohydrates_95;
",O1[C@@](O)([C@H](O)[C@H](O)[C@@H](O)C1)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>6</sub>,180.156,12,12,1,12,1,5,6
0,Stevioside A3,"Other_95; Other_90;
",O([C@@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)C)CC1)CC2=C)[C@@H]1O[C@@H]([C@@H](O)[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)CO,,,,,,,,,C<sub>4</sub><sub>4</sub>H<sub>7</sub><sub>0</sub>O<sub>2</sub><sub>3</sub>,967.013,67,67,8,74,13,14,23
0,DEOXYRIBOSE,"Carbohydrates_90;
",O1[C@@H](O)C[C@@H](O)[C@@H](O)C1,,,,,,,,,C<sub>5</sub>H<sub>1</sub><sub>0</sub>O<sub>4</sub>,134.13,9,9,1,9,0,3,4
0,ZINC05631131,"Carbohydrates_90;
",O1[C@@H](O)C[C@@H](O)[C@H](O)C1,,,,,,,,,C<sub>5</sub>H<sub>1</sub><sub>0</sub>O<sub>4</sub>,134.13,9,9,1,9,0,3,4
0,"ZINC05631120
","Carbohydrates_90;
",O1[C@@H](O)C[C@H](O)[C@@H](O)C1,,,,,,,,,C<sub>5</sub>H<sub>1</sub><sub>0</sub>O<sub>4</sub>,134.13,9,9,1,9,0,3,4
0,DEOXYRIBOSE,"Carbohydrates_90;
",O1[C@@H](O)C[C@H](O)[C@H](O)C1,,,,,,,,,C<sub>5</sub>H<sub>1</sub><sub>0</sub>O<sub>4</sub>,134.13,9,9,1,9,0,3,4
0,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,
0,Laevuflex,"Carbohydrates_90; Carbohydrates_95;
",O1[C@@](O)([C@H](O)[C@@H](O)[C@H](O)C1)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>6</sub>,180.156,12,12,1,12,1,5,6
0,Laevuflex,"Carbohydrates_90; Carbohydrates_95;
",O1[C@](O)([C@H](O)[C@@H](O)[C@H](O)C1)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>6</sub>,180.156,12,12,1,12,1,5,6
0,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,
0,Laevuflex,"Carbohydrates_90; Carbohydrates_95;
",O1[C@](O)([C@@H](O)[C@@H](O)[C@@H](O)C1)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>6</sub>,180.156,12,12,1,12,1,5,6
0,"ZINC00901499
","Carbohydrates_90; Carbohydrates_95;
",O1[C@H]([C@@H](O)[C@@H](O)C[C@H]1O)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>5</sub>,164.156,11,11,1,11,1,4,5
0,Methyl mannoside,"Other_90; Carbohydrates_90;
",O1[C@H]([C@@H](O)[C@@H](O)[C@H](O)[C@H]1OC)CO,,,,,,,,,C<sub>7</sub>H<sub>1</sub><sub>4</sub>O<sub>6</sub>,194.182,13,13,1,13,2,4,6
0,Methyl mannoside,"Other_90; Carbohydrates_90;
",O1[C@H]([C@H](O)[C@@H](O)[C@@H](O)[C@@H]1OC)CO,,,,,,,,,C<sub>7</sub>H<sub>1</sub><sub>4</sub>O<sub>6</sub>,194.182,13,13,1,13,2,4,6
0,"ZINC15206796
","Other_90;
",O1[C@@H]([C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)CO,,,,,,,,,C<sub>1</sub><sub>4</sub>H<sub>2</sub><sub>0</sub>O<sub>1</sub><sub>0</sub>,348.303,24,24,1,24,9,1,10
0,,,,,,,,,,,,,,,,,,,,
0,ZINC01532129,"Other_95; Other_90;
",O(C(=O)[C@H](NC(=O)[C@H]([NH3+])CC(=O)[O-])Cc1ccccc1)C,,,,,,,,,C<sub>1</sub><sub>4</sub>H<sub>1</sub><sub>8</sub>N<sub>2</sub>O<sub>5</sub>,294.303,21,21,1,21,9,2,6
0,,,,,,,,,,,,,,,,,,,,
0,ZINC01532130,"Other_95; Other_90;
",O(C(=O)[C@@H](NC(=O)[C@H]([NH3+])CC(=O)[O-])Cc1ccccc1)C,,,,,,,,,C<sub>1</sub><sub>4</sub>H<sub>1</sub><sub>8</sub>N<sub>2</sub>O<sub>5</sub>,294.303,21,21,1,21,9,2,6
0,,,,,,,,,,,,,,,,,,,,
0,ZINC01532131,"Other_95; Other_90;
",O(C(=O)[C@H](NC(=O)[C@@H]([NH3+])CC(=O)[O-])Cc1ccccc1)C,,,,,,,,,C<sub>1</sub><sub>4</sub>H<sub>1</sub><sub>8</sub>N<sub>2</sub>O<sub>5</sub>,294.303,21,21,1,21,9,2,6
0,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,
0,isodulcit,"Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@@H](O)[C@H](O)[C@H](O)[C@@H]1O)C,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>5</sub>,164.156,11,11,1,11,0,4,5
0,Laevuflex,"Carbohydrates_90; Carbohydrates_95;
",O1[C@](O)([C@@H](O)[C@H](O)[C@@H](O)C1)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>2</sub>O<sub>6</sub>,180.156,12,12,1,12,1,5,6
0,ZINC01569745,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)[O-])[C@@H]([NH3+])CC(C)C,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>2</sub>N<sub>2</sub>O<sub>3</sub>,278.347,20,20,1,20,8,2,4
0,CHEBI:184185,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](N)CC(C)C,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>2</sub>N<sub>2</sub>O<sub>3</sub>,278.347,20,20,1,20,8,3,5
0,ZINC01569746,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)[O-])[C@H]([NH3+])CC(C)C,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>2</sub>N<sub>2</sub>O<sub>3</sub>,278.347,20,20,1,20,8,2,4
0,NSC89191,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@H](N)CC(C)C,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>2</sub>N<sub>2</sub>O<sub>3</sub>,278.347,20,20,1,20,8,3,5
0,ZINC01569747,"Other_90;
",O=C(N[C@H](Cc1ccccc1)C(=O)[O-])[C@@H]([NH3+])CC(C)C,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>2</sub>N<sub>2</sub>O<sub>3</sub>,278.347,20,20,1,20,8,2,4
0,NSC89191,"Other_90;
",O=C(N[C@H](Cc1ccccc1)C(=O)O)[C@@H](N)CC(C)C,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>2</sub>N<sub>2</sub>O<sub>3</sub>,278.347,20,20,1,20,8,3,5
0,ZINC01569748,"Other_90;
",O=C(N[C@H](Cc1ccccc1)C(=O)[O-])[C@H]([NH3+])CC(C)C,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>2</sub>N<sub>2</sub>O<sub>3</sub>,278.347,20,20,1,20,8,2,4
0,NSC89191,"Other_90;
",O=C(N[C@H](Cc1ccccc1)C(=O)O)[C@H](N)CC(C)C,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>2</sub>N<sub>2</sub>O<sub>3</sub>,278.347,20,20,1,20,8,3,5
0,ZINC01575524,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)[O-])[C@@H]([NH3+])C,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>1</sub><sub>6</sub>N<sub>2</sub>O<sub>3</sub>,236.267,17,17,1,17,6,2,4
0,CHEBI:374285,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)[O-])[C@H]([NH3+])C,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>1</sub><sub>6</sub>N<sub>2</sub>O<sub>3</sub>,236.267,17,17,1,17,6,2,4
0,Alanylphenylalanine,"Other_90;
",OC(=O)[C@@H](NC(=O)[C@H](N)C)Cc1ccccc1,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>1</sub><sub>6</sub>N<sub>2</sub>O<sub>3</sub>,236.267,17,17,1,17,6,3,5
0,ZINC01575525,"Other_90;
",O=C(N[C@H](Cc1ccccc1)C(=O)[O-])[C@@H]([NH3+])C,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>1</sub><sub>6</sub>N<sub>2</sub>O<sub>3</sub>,236.267,17,17,1,17,6,2,4
0,Alanylphenylalanine,"Other_90;
",OC(=O)[C@H](NC(=O)[C@@H](N)C)Cc1ccccc1,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>1</sub><sub>6</sub>N<sub>2</sub>O<sub>3</sub>,236.267,17,17,1,17,6,3,5
0,ZINC01575525,"Other_90;
",O=C(N[C@H](Cc1ccccc1)C(=O)[O-])[C@H]([NH3+])C,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>1</sub><sub>6</sub>N<sub>2</sub>O<sub>3</sub>,236.267,17,17,1,17,6,2,4
0,Alanylphenylalanine,"Other_90;
",OC(=O)[C@H](NC(=O)[C@H](N)C)Cc1ccccc1,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>1</sub><sub>6</sub>N<sub>2</sub>O<sub>3</sub>,236.267,17,17,1,17,6,3,5
0,ZINC01576184,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)[O-])[C@@H](NC(=O)C[NH3+])C,,,,,,,,,C<sub>1</sub><sub>4</sub>H<sub>1</sub><sub>9</sub>N<sub>3</sub>O<sub>4</sub>,293.318,21,21,1,21,9,3,6
0,Glycyl-alanyl-phenylalanine,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](NC(=O)CN)C,,,,,,,,,C<sub>1</sub><sub>4</sub>H<sub>1</sub><sub>9</sub>N<sub>3</sub>O<sub>4</sub>,293.318,21,21,1,21,9,4,7
0,ZINC01579638,"Other_90;
",O=C(N[C@@H](CC(=O)[O-])C(=O)[O-])[C@@H]([NH3+])Cc1ccccc1,,,,,,,,,C<sub>1</sub><sub>3</sub>H<sub>1</sub><sub>5</sub>N<sub>2</sub>O<sub>5</sub>,279.269,20,20,1,20,8,2,6
0,L-Phenylalanine-L-aspartic acid,"Other_90;
",O=C(N[C@@H](CC(=O)O)C(=O)O)[C@@H](N)Cc1ccccc1,,,,,,,,,C<sub>1</sub><sub>3</sub>H<sub>1</sub><sub>6</sub>N<sub>2</sub>O<sub>5</sub>,280.277,20,20,1,20,8,4,7
0,NSC404957,"Carbohydrates_90;
",O[C@H](CCCCO)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>4</sub>O<sub>3</sub>,134.174,9,9,0,8,5,3,3
0,ZINC01605725,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)[O-])[C@@H]([NH3+])C(C)C,,,,,,,,,C<sub>1</sub><sub>4</sub>H<sub>2</sub><sub>0</sub>N<sub>2</sub>O<sub>3</sub>,264.32,19,19,1,19,7,2,4
0,CHEBI:103891,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](N)C(C)C,,,,,,,,,C<sub>1</sub><sub>4</sub>H<sub>2</sub><sub>0</sub>N<sub>2</sub>O<sub>3</sub>,264.32,19,19,1,19,7,3,5
0,ZINC01635603,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)[O-])CNC(=O)C[NH3+],,,,,,,,,C<sub>1</sub><sub>3</sub>H<sub>1</sub><sub>7</sub>N<sub>3</sub>O<sub>4</sub>,279.292,20,20,1,20,9,3,6
0,NSC163324,"Other_90;
",OC(=O)[C@@H](NC(=O)CNC(=O)CN)Cc1ccccc1,,,,,,,,,C<sub>1</sub><sub>3</sub>H<sub>1</sub><sub>7</sub>N<sub>3</sub>O<sub>4</sub>,279.292,20,20,1,20,9,4,7
0,ZINC01709606,"Other_90;
",O=C(NCC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-])[C@@H]([NH3+])CC(C)C,,,,,,,,,C<sub>1</sub><sub>7</sub>H<sub>2</sub><sub>5</sub>N<sub>3</sub>O<sub>4</sub>,335.398,24,24,1,24,11,3,6
0,NSC120000,"Other_90;
",O=C(NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](N)CC(C)C,,,,,,,,,C<sub>1</sub><sub>7</sub>H<sub>2</sub><sub>5</sub>N<sub>3</sub>O<sub>4</sub>,335.398,24,24,1,24,11,4,7
0,ZINC01709606,"Other_90;
",O=C(NCC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-])[C@H]([NH3+])CC(C)C,,,,,,,,,C<sub>1</sub><sub>7</sub>H<sub>2</sub><sub>5</sub>N<sub>3</sub>O<sub>4</sub>,335.398,24,24,1,24,11,3,6
0,NSC120000,"Other_90;
",O=C(NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@H](N)CC(C)C,,,,,,,,,C<sub>1</sub><sub>7</sub>H<sub>2</sub><sub>5</sub>N<sub>3</sub>O<sub>4</sub>,335.398,24,24,1,24,11,4,7
0,ZINC01709606,"Other_90;
",O=C(NCC(=O)N[C@H](Cc1ccccc1)C(=O)[O-])[C@@H]([NH3+])CC(C)C,,,,,,,,,C<sub>1</sub><sub>7</sub>H<sub>2</sub><sub>5</sub>N<sub>3</sub>O<sub>4</sub>,335.398,24,24,1,24,11,3,6
0,NSC120000,"Other_90;
",O=C(NCC(=O)N[C@H](Cc1ccccc1)C(=O)O)[C@@H](N)CC(C)C,,,,,,,,,C<sub>1</sub><sub>7</sub>H<sub>2</sub><sub>5</sub>N<sub>3</sub>O<sub>4</sub>,335.398,24,24,1,24,11,4,7
0,ZINC01709606,"Other_90;
",O=C(NCC(=O)N[C@H](Cc1ccccc1)C(=O)[O-])[C@H]([NH3+])CC(C)C,,,,,,,,,C<sub>1</sub><sub>7</sub>H<sub>2</sub><sub>5</sub>N<sub>3</sub>O<sub>4</sub>,335.398,24,24,1,24,11,3,6
0,NSC120000,"Other_90;
",O=C(NCC(=O)N[C@H](Cc1ccccc1)C(=O)O)[C@H](N)CC(C)C,,,,,,,,,C<sub>1</sub><sub>7</sub>H<sub>2</sub><sub>5</sub>N<sub>3</sub>O<sub>4</sub>,335.398,24,24,1,24,11,4,7
0,Methyl mannoside,"Other_90; Carbohydrates_90;
",O1[C@H]([C@H](O)[C@@H](O)[C@H](O)[C@H]1OC)CO,,,,,,,,,C<sub>7</sub>H<sub>1</sub><sub>4</sub>O<sub>6</sub>,194.182,13,13,1,13,2,4,6
0,Methyl mannoside,"Other_90; Carbohydrates_90;
",O1[C@H]([C@H](O)[C@@H](O)[C@H](O)[C@@H]1OC)CO,,,,,,,,,C<sub>7</sub>H<sub>1</sub><sub>4</sub>O<sub>6</sub>,194.182,13,13,1,13,2,4,6
0,NSC404957,"Carbohydrates_90;
",O[C@@H](CCCCO)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>4</sub>O<sub>3</sub>,134.174,9,9,0,8,5,3,3
