,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Cellotriose,"Carbohydrates_90;
",O1[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@@H](O)[C@@H]1OC1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O)CO,,,,,,,,,C<sub>1</sub><sub>8</sub>H<sub>3</sub><sub>2</sub>O<sub>1</sub><sub>6</sub>,504.437,34,34,3,36,7,11,16
0,CID9808282,"Other_90;
",O=C(N[C@H](C(=O)CCCc1ccccc1)CC(=O)O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CC(=O)OC)C)C(C)C,,,,,,,,,C<sub>2</sub><sub>8</sub>H<sub>4</sub><sub>0</sub>N<sub>4</sub>O<sub>9</sub>,576.639,41,41,1,41,22,5,13
0,Steviolbioside,"Other_95; Other_90;
",O([C@@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)O)C)CC1)CC2=C)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)CO,,,,,,,,,C<sub>3</sub><sub>2</sub>H<sub>5</sub><sub>0</sub>O<sub>1</sub><sub>3</sub>,642.732,45,45,6,50,7,8,13
0,CID9809602,"Other_95; Other_90;
",O([C@@]12C[C@]3(C(C4C(CC3)C(CCC4)(CC(=O)O[C@H]3O[C@H]([C@H](O)[C@@H](O)[C@@H]3O)CO)C)CC1)CC2=C)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,,,,,,,,,C<sub>3</sub><sub>2</sub>H<sub>5</sub><sub>0</sub>O<sub>1</sub><sub>3</sub>,642.732,45,45,6,50,8,8,13
0,CID9810995,"Other_90;
",[Ca+2].O=C(N[C@@H](Cc1ccccc1)C(=O)OC)[C@@H](NCCC(C)(C)C)CC(=O)[O-].O=C(N[C@@H](Cc1ccccc1)C(=O)OC)[C@@H](NCCC(C)(C)C)CC(=O)[O-],,,,,,,,,C<sub>4</sub><sub>0</sub>H<sub>5</sub><sub>8</sub>CaN<sub>4</sub>O<sub>1</sub><sub>0</sub>,794.987,55,55,2,54,26,4,14
0,Neotame,"Other_95; Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)OC)[C@@H](NCCC(C)(C)C)CC(=O)O,,,8000,,,,,,C<sub>2</sub><sub>0</sub>H<sub>3</sub><sub>0</sub>N<sub>2</sub>O<sub>5</sub>,378.463,27,27,1,27,13,3,7
0,CID9811757,"Other_95; Other_90;
",O(C12CC3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)C)CC1)CC2=C)[C@@H]1O[C@@H]([C@@H](O)[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)CO,,,,,,,,,C<sub>4</sub><sub>4</sub>H<sub>7</sub><sub>0</sub>O<sub>2</sub><sub>3</sub>,967.013,67,67,8,74,13,14,23
0,CID9813700,"Other_90;
",O1[C@H]([C@@H](O)[C@@H](O)[C@H](O)C1O)COCC[B](O)O,,,,,,,,,C<sub>8</sub>H<sub>1</sub><sub>7</sub>BO<sub>8</sub>,252.027,17,17,1,17,5,6,8
0,xylose,"Carbohydrates_90;
",O1[13CH](O)[C@H](O)[C@@H](O)[C@H](O)C1,,,,,,,,,C<sub>5</sub>H<sub>1</sub><sub>0</sub>O<sub>5</sub>,151.123,10,10,1,10,0,4,5
0,,,,,,,,,,,,,,,,,,,,
0,Ethyl glucoside,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OCC)CO,,,,,,,,,C<sub>8</sub>H<sub>1</sub><sub>6</sub>O<sub>6</sub>,208.209,14,14,1,14,3,4,6
0,Sedoheptulose,"Carbohydrates_90;
",O1C(O)([C@H](O)[C@@H](O)C(O)[C@H]1CO)CO,,,,,,,,,C<sub>7</sub>H<sub>1</sub><sub>4</sub>O<sub>7</sub>,210.182,14,14,1,14,2,6,7
0,Sedoheptulose,"Carbohydrates_90;
",O1[C@@](O)([C@@H](O)[C@@H](O)[C@H](O)[C@H]1CO)CO,,,,,,,,,C<sub>7</sub>H<sub>1</sub><sub>4</sub>O<sub>7</sub>,210.182,14,14,1,14,2,6,7
0,CID9815895,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1C(C(O)C(O)C(O)C1OC)COCC,,,,,,,,,C<sub>9</sub>H<sub>1</sub><sub>8</sub>O<sub>6</sub>,222.236,15,15,1,15,4,3,6
0,CID9816473,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@H]1OC(CO)CO)CO,,,,,,,,,C<sub>9</sub>H<sub>1</sub><sub>8</sub>O<sub>8</sub>,254.234,17,17,1,17,5,6,8
0,CID9816476,"Carbohydrates_90;
",[Ca+2].O1[C@](O)([C@@H](O)[C@@H](O)[C@H](O)C1)CO.[OH-].[OH-],,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>4</sub>CaO<sub>8</sub>,254.249,15,15,1,12,1,7,8
0,CID9817091,"Other_90;
",O=C(NCC(=O)OC)[C@@H](NC(=O)Cc1ccccc1)C,,,,,,,,,C<sub>1</sub><sub>4</sub>H<sub>1</sub><sub>8</sub>N<sub>2</sub>O<sub>4</sub>,278.304,20,20,1,20,9,2,6
0,CID9817271,"Other_90;
",O([C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O)C([C@H](O)[C@H](O)CO)CO,,,,,,,,,C<sub>1</sub><sub>0</sub>H<sub>2</sub><sub>0</sub>O<sub>9</sub>,284.26,19,19,1,19,6,7,9
0,"Zinc, chloro 8-quinolinol complexes","Other_90; Carbohydrates_90;
",O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OCCCCCCCCC)CO,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>3</sub><sub>0</sub>O<sub>6</sub>,306.395,21,21,1,21,10,4,6
0,CID9818041,"Other_90;
",O=C(NCC(=O)OC)[C@@H](NC(=O)[C@@H](N)C)Cc1ccccc1,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>1</sub>N<sub>3</sub>O<sub>4</sub>,307.345,22,22,1,22,10,3,7
0,CID9818067,"Other_90;
",O=C(NCCCC(=O)O)[C@@H](NCC(=O)O)Cc1ccccc1,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>0</sub>N<sub>2</sub>O<sub>5</sub>,308.33,22,22,1,22,11,4,7
0,CID9818810,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@H]1[C@H](O)[C@H](O[C@@H](O)[C@@H]1O)CO)[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,,,,,,,,,C<sub>1</sub><sub>1</sub>H<sub>2</sub><sub>0</sub>O<sub>1</sub><sub>1</sub>,328.27,22,22,2,23,3,8,11
0,,,,,,,,,,,,,,,,,,,,
0,lactulose,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@@H]1C(O)[C@@](O[C@@H]1CO)(O)CO)[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>O<sub>1</sub><sub>1</sub>,342.296,23,23,2,24,5,8,11
0,3-O-Talopyranosylmannopyranoside,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@@H]1[C@H](O)[C@H](O[C@H](O)[C@@H]1O)CO)[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>O<sub>1</sub><sub>1</sub>,342.296,23,23,2,24,4,8,11
0,Isomaltitol,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>4</sub>O<sub>1</sub><sub>1</sub>,344.312,23,23,1,23,8,9,11
0,CID9821051,"Carbohydrates_90;
",O1C(C(O)C(OCCC)C(OC)C1OC(C)C)COCCCCCCC,,,,,,,,,C<sub>2</sub><sub>0</sub>H<sub>4</sub><sub>0</sub>O<sub>6</sub>,376.528,26,26,1,26,14,1,6
0,CID9823052,"Other_95; Other_90;
",Cl[C@@H]1[C@@H](O)[C@@H](O[C@@]2(O[C@@](O)([C@@H](O)[C@@H]2O)CCl)CCl)O[C@@H]([C@@H]1O)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>1</sub><sub>9</sub>Cl<sub>3</sub>O<sub>9</sub>,413.633,24,24,2,25,5,6,9
0,CID9826796,"Carbohydrates_90;
",O([C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C)CO)[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)O,,,,,,,,,C<sub>1</sub><sub>8</sub>H<sub>3</sub><sub>2</sub>O<sub>1</sub><sub>5</sub>,488.438,33,33,3,35,6,10,15
0,CID9827690,"Carbohydrates_90;
",O1[C@@](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)([C@@H](O)[C@H](O)[C@H]1CO)COCCCCCCCCCCCC,,,,,,,,,C<sub>2</sub><sub>4</sub>H<sub>4</sub><sub>6</sub>O<sub>1</sub><sub>1</sub>,510.615,35,35,2,36,17,7,11
0,CID9832143,"Other_90;
",[Mg+2].O=C(N[C@@H](Cc1ccccc1)C(=O)OC)[C@@H](NCCC(C)(C)C)CC(=O)[O-].O=C(N[C@@H](Cc1ccccc1)C(=O)OC)[C@@H](NCCC(C)(C)C)CC(=O)[O-],,,,,,,,,C<sub>4</sub><sub>0</sub>H<sub>5</sub><sub>8</sub>MgN<sub>4</sub>O<sub>1</sub><sub>0</sub>,779.214,55,55,2,54,26,4,14
0,Rebaudioside C,"Other_95; Other_90;
",O([C@@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)OC3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)C)CC1)CC2=C)[C@@H]1O[C@@H]([C@@H](O)[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]1O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O)C)CO,,,,,,,,,C<sub>4</sub><sub>4</sub>H<sub>7</sub><sub>0</sub>O<sub>2</sub><sub>2</sub>,951.013,66,66,8,73,12,13,22
0,Stevioside A3,"Other_95; Other_90;
",O([C@]12CC3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)O[C@H]3O[C@H]([C@H](O)[C@@H](O)[C@@H]3O)CO)C)CC1)CC2=C)[C@H]1O[C@@H]([C@@H](O)[C@H](OC2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)CO,,,,,,,,,C<sub>4</sub><sub>4</sub>H<sub>7</sub><sub>0</sub>O<sub>2</sub><sub>3</sub>,967.013,67,67,8,74,13,14,23
0,"Hexane-1,2,5-triol","Carbohydrates_90;
",OC(CCC(O)C)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>4</sub>O<sub>3</sub>,134.174,9,9,0,8,4,3,3
0,,,,,,,,,,,,,,,,,,,,
0,CID9837332,"Carbohydrates_90;
",FC(F)(F)[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O,,,,,,,,,C<sub>6</sub>H<sub>9</sub>F<sub>3</sub>O<sub>5</sub>,218.128,14,14,1,14,1,4,5
0,Difructose anhydride I,"Carbohydrates_90;
",O1[C@]2(O[C@@H]([C@@H](O)[C@@H]2O)CO)CO[C@]2(O[C@@H]([C@@H](O)[C@@H]2O)CO)C1,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>0</sub>O<sub>1</sub><sub>0</sub>,324.281,22,22,3,24,2,6,10
0,NSC231901,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@H]1[C@@H](O)[C@@H](O)CO[C@@H]1CO)[C@H]1O[C@@H]([C@H](O)[C@@H](O)[C@H]1O)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>O<sub>1</sub><sub>0</sub>,326.297,22,22,2,23,4,7,10
0,CID9840964,"Other_90; Carbohydrates_90; Carbohydrates_95;
",O(C1(OC[C@@H](O)[C@@H](O)[C@@H]1O)CO)C[C@]1(OC[C@@H](O)[C@@H](O)[C@@H]1O)O,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>O<sub>1</sub><sub>1</sub>,342.296,23,23,2,24,4,8,11
0,trehalose,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)[C@@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>O<sub>1</sub><sub>1</sub>,342.296,23,23,2,24,4,8,11
0,3-O-Talopyranosylmannopyranoside,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@H]1[C@@H](O)[C@H](O[C@H](O)[C@@H]1O)CO)[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>O<sub>1</sub><sub>1</sub>,342.296,23,23,2,24,4,8,11
0,Galactinol,"Other_90; Carbohydrates_90;
",O(C1[C@H](O)[C@@H](O)C(O)[C@H](O)[C@@H]1O)[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>O<sub>1</sub><sub>1</sub>,342.296,23,23,2,24,3,9,11
0,Isomaltitol,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>4</sub>O<sub>1</sub><sub>1</sub>,344.312,23,23,1,23,8,9,11
0,CID9841054,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1C(O[C@H]([C@H](O)[C@H](O)[C@H](O)CO)CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>4</sub>O<sub>1</sub><sub>1</sub>,344.312,23,23,1,23,8,9,11
0,CID9841288,"Other_90;
",O=C(NC(Cc1ccccc1)C(=O)O)C(NC(=O)C(N)C)C(CC)C,,,,,,,,,C<sub>1</sub><sub>8</sub>H<sub>2</sub><sub>7</sub>N<sub>3</sub>O<sub>4</sub>,349.425,25,25,1,25,11,4,7
0,CID9841289,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](NC(=O)[C@H](N)C)CC(C)C,,,,,,,,,C<sub>1</sub><sub>8</sub>H<sub>2</sub><sub>7</sub>N<sub>3</sub>O<sub>4</sub>,349.425,25,25,1,25,11,4,7
0,CID9841827,"Other_90;
",O=C(N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)OC)C)CC1CCCC1,,,,,,,,,C<sub>2</sub><sub>0</sub>H<sub>2</sub><sub>8</sub>N<sub>2</sub>O<sub>4</sub>,360.447,26,26,2,27,11,2,6
0,CID9841841,"Other_95; Other_90;
",Cl[C@@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@]2(O[C@@H]([C@@H](O)[C@@H]2O)CO)CO)O[C@@H]1CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>1</sub>ClO<sub>1</sub><sub>0</sub>,360.742,23,23,2,24,5,7,10
0,CID9843444,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](NC(=O)[C@@H](NC(=O)C)C)CC(C)C,,,,,,,,,C<sub>2</sub><sub>0</sub>H<sub>2</sub><sub>9</sub>N<sub>3</sub>O<sub>5</sub>,391.461,28,28,1,28,13,4,8
0,CID9843487,"Other_90;
",O=C(N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](N)CC(C)C,,,,,,,,,C<sub>1</sub><sub>9</sub>H<sub>2</sub><sub>8</sub>N<sub>4</sub>O<sub>5</sub>,392.449,28,28,1,28,13,5,9
0,Melezitose,"Carbohydrates_90;
",O1[C@@](O[C@H]2O[C@@H](C(O)[C@H](O)[C@H]2O)CO)([C@@H](OC2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@H]1CO)CO,,,,,,,,,C<sub>1</sub><sub>8</sub>H<sub>3</sub><sub>2</sub>O<sub>1</sub><sub>6</sub>,504.437,34,34,3,36,8,11,16
0,CID9852268,"Other_90;
",O=C(N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](NC(=O)[C@@H](N)[C@H](CC)C)CC(=O)N,,,,,,,,,C<sub>3</sub><sub>0</sub>H<sub>4</sub><sub>7</sub>N<sub>7</sub>O<sub>8</sub>,633.736,45,45,1,45,24,8,15
0,ZINC04329337,"Carbohydrates_90; Carbohydrates_95;
",[18F][C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)O,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>1</sub>FO<sub>5</sub>,181.149,12,12,1,12,1,4,5
0,,,,,,,,,,,,,,,,,,,,
0,CID9857914,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](OC1)O,,,,,,,,,C<sub>1</sub><sub>1</sub>H<sub>2</sub><sub>0</sub>O<sub>1</sub><sub>0</sub>,312.271,21,21,2,22,3,7,10
0,CID9858617,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)C1OCC(O)COCC(O)CO)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>4</sub>O<sub>1</sub><sub>0</sub>,328.313,22,22,1,22,9,7,10
0,CID9858975,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](NC(=O)CN)CC(=O)N,,,,,,,,,C<sub>1</sub><sub>5</sub>H<sub>2</sub><sub>0</sub>N<sub>4</sub>O<sub>5</sub>,336.343,24,24,1,24,11,5,9
0,Ethyl glucoside,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@H]1OCC)CO,,,,,,,,,C<sub>8</sub>H<sub>1</sub><sub>6</sub>O<sub>6</sub>,208.209,14,14,1,14,3,4,6
0,CID9859243,"Carbohydrates_90;
",FC(F)(F)[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O,,,,,,,,,C<sub>6</sub>H<sub>9</sub>F<sub>3</sub>O<sub>5</sub>,218.128,14,14,1,14,1,4,5
0,CID9860974,"Other_90;
",O=C(NC(Cc1ccccc1)C(=O)N)C(N)CC(=O)[O-].[NH4+],,,,,,,,,C<sub>1</sub><sub>3</sub>H<sub>2</sub><sub>0</sub>N<sub>4</sub>O<sub>4</sub>,296.322,21,21,1,20,8,4,7
0,CID9860975,"Other_90;
",O=C(NC(Cc1ccccc1)C(=O)N)C(N)CC(=O)O,,,,,,,,,C<sub>1</sub><sub>3</sub>H<sub>1</sub><sub>7</sub>N<sub>3</sub>O<sub>4</sub>,279.292,20,20,1,20,8,4,7
0,CID9862315,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O)C(C(O)C(O)CO)C(O)CO,,,,,,,,,C<sub>1</sub><sub>1</sub>H<sub>2</sub><sub>2</sub>O<sub>1</sub><sub>1</sub>,330.286,22,22,1,22,7,9,11
0,Turanose,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@@H]1[C@@](O[C@@H]([C@H]1O)CO)(O)CO)C1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>O<sub>1</sub><sub>1</sub>,342.296,23,23,2,24,5,8,11
0,CID9862858,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O(C1[C@@H](O)[C@H](O)C(OC1)(O)CO)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>O<sub>1</sub><sub>1</sub>,342.296,23,23,2,24,4,8,11
0,CID9864256,"Other_90;
",[Na].O=C(N[C@@H](Cc1ccccc1)C(=O)NCCCOC)[C@@H]1N[C@H]1C(=O)O,,,,,,,,,C<sub>1</sub><sub>7</sub>H<sub>2</sub><sub>3</sub>N<sub>3</sub>NaO<sub>5</sub>,372.371,26,26,2,26,12,4,8
0,CID9864257,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)NCCCOC)[C@@H]1N[C@H]1C(=O)O,,,,,,,,,C<sub>1</sub><sub>7</sub>H<sub>2</sub><sub>3</sub>N<sub>3</sub>O<sub>5</sub>,349.382,25,25,2,26,12,4,8
0,CID9864513,"Other_90;
",O=C(N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](N)[C@H](CC)C,,,,,,,,,C<sub>2</sub><sub>0</sub>H<sub>3</sub><sub>1</sub>N<sub>3</sub>O<sub>4</sub>,377.478,27,27,1,27,12,4,7
0,CID9866504,"Other_95; Other_90;
",Cl.O=C(N[C@@H](Cc1ccccc1)C(=O)OC)[C@@H](NCCC(C)(C)C)CC(=O)O,,,,,,,,,C<sub>2</sub><sub>0</sub>H<sub>3</sub><sub>1</sub>ClN<sub>2</sub>O<sub>5</sub>,414.924,28,28,1,27,13,4,7
0,CID9870096,"Carbohydrates_90;
",O([C@H]1O[C@@H]([C@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H]([C@@H](O)[C@@H](O)[C@@H]1O)C)CO)[C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O,,,,,,,,,C<sub>1</sub><sub>8</sub>H<sub>3</sub><sub>2</sub>O<sub>1</sub><sub>5</sub>,488.438,33,33,3,35,6,10,15
0,CID9870698,"Other_90;
",O=C(N[C@@H](Cc1ccccc1)C(=O)NC)C(CCCCCCCCCCCCCCCC)CC(=O)O,,,,,,,,,C<sub>3</sub><sub>0</sub>H<sub>5</sub><sub>0</sub>N<sub>2</sub>O<sub>4</sub>,502.729,36,36,1,36,24,3,6
0,CID9870824,"Other_90; Carbohydrates_90;
",O([C@@H]1[C@H](O)[C@H](O[C@@H](O[C@H]([C@H](O)[C@@H](O)[C@@H](O)CO)CO)[C@H]1O)CO)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O)CO,,,,,,,,,C<sub>1</sub><sub>8</sub>H<sub>3</sub><sub>4</sub>O<sub>1</sub><sub>6</sub>,506.453,34,34,2,35,11,12,16
0,CID9874785,"Other_90; Carbohydrates_90;
",O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)CO.O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO)CO,,,,,,,,,C<sub>2</sub><sub>4</sub>H<sub>4</sub><sub>8</sub>O<sub>2</sub><sub>2</sub>,688.625,46,46,2,46,16,18,22
0,Isomaltitol,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>4</sub>O<sub>1</sub><sub>1</sub>,344.312,23,23,1,23,8,9,11
0,MOLI000579,"Carbohydrates_90; Carbohydrates_95;
",[18F][C@H]1[C@H](O)[C@H](O[C@@H](O)[C@@H]1O)CO,,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>1</sub>FO<sub>5</sub>,181.149,12,12,1,12,1,4,5
0,Azanium (sulfonatoamino)cyclohexane,"Other_90;
",S(=O)(=O)([O-])NC1CCCCC1.[NH4+],,,,,,,,,C<sub>6</sub>H<sub>1</sub><sub>6</sub>N<sub>2</sub>O<sub>3</sub>S,196.268,12,12,1,11,2,2,4
0,CID9880679,"Other_90;
",O(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCC=C)C)Cc1ccccc1)C,,,,,,,,,C<sub>1</sub><sub>8</sub>H<sub>2</sub><sub>4</sub>N<sub>2</sub>O<sub>4</sub>,332.394,24,24,1,24,12,2,6
0,CID9882133,"Other_90;
",O(C(=O)[C@@H](NC(=O)CC(=O)O)Cc1ccccc1)CC,,,,,,,,,C<sub>1</sub><sub>4</sub>H<sub>1</sub><sub>7</sub>NO<sub>5</sub>,279.288,20,20,1,20,9,2,6
0,CID9883148,"Other_90; Carbohydrates_90; Carbohydrates_95;
",O([C@H]1[C@H](O)[C@@H](OC(O)[C@H]1O)C)[C@@H]1O[C@H]([C@@H](O)[C@@H](O)[C@@H]1O)C,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>2</sub>O<sub>9</sub>,310.298,21,21,2,22,2,6,9
0,CID9883227,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1[C@H]([C@H](O)[C@@H](O)[C@H](O)[C@H]1O)CO[C@H]1O[C@@H](O)[C@H](O)[C@H](O)C1,,,,,,,,,C<sub>1</sub><sub>1</sub>H<sub>2</sub><sub>0</sub>O<sub>1</sub><sub>0</sub>,312.271,21,21,2,22,3,7,10
0,,,,,,,,,,,,,,,,,,,,
0,Isomaltitol,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)C1OC[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO)CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>4</sub>O<sub>1</sub><sub>1</sub>,344.312,23,23,1,23,8,9,11
0,CID9884533,"Other_95; Other_90; Carbohydrates_90; Carbohydrates_95;
",O1C(O[C@H]([C@H](O)[C@H](O)[C@@H](O)CO)CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1CO,,,,,,,,,C<sub>1</sub><sub>2</sub>H<sub>2</sub><sub>4</sub>O<sub>1</sub><sub>1</sub>,344.312,23,23,1,23,8,9,11
0,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,
